LAT,LON,YEAR,MO,DY,T2M_RANGE,TS,T2M_MAX,T2M_MIN,WS50M_RANGE,WS50M_MIN,WS50M_MAX,WS50M,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,KT,PRECTOT,QV2M,PS,T2M
11.88101,79.75921,2002,12,7,2.06,25.73,26.87,24.81,1.91,5.78,7.69,6.88,5.77,2.3,0.27,16.35,18.67,100.84,25.59
11.88101,79.75921,2002,12,8,3.72,25.88,28.03,24.31,2.95,6.46,9.41,7.94,5.76,3.5,0.41,4.08,17.54,100.9,25.85
11.88101,79.75921,2002,12,9,4.66,25.75,28.26,23.6,2.03,7.31,9.34,8.35,4.6,4.7,0.56,0.29,16.5,101.02,25.57
11.88101,79.75921,2002,12,10,4.21,25.73,28,23.79,2.33,6.97,9.3,7.95,5.86,3.13,0.37,0.61,16.76,101,25.5
11.88101,79.75921,2002,12,11,3.74,25.5,27.51,23.77,1.48,6.89,8.37,7.69,5.91,4.56,0.54,0.16,16.06,101.1,25.14
11.88101,79.75921,2002,12,12,4.73,25.32,27.48,22.75,1.72,7.06,8.78,8.22,4.62,4.9,0.58,0.06,15.15,101.23,24.75
11.88101,79.75921,2002,12,13,5.49,24.78,27.3,21.81,2.29,7.1,9.39,8.35,5.46,4.89,0.58,0.01,14.43,101.27,24.18
11.88101,79.75921,2002,12,14,6.03,24.51,27.34,21.32,1.19,6.93,8.11,7.52,5.66,4.59,0.55,0.07,14.45,101.18,23.93
11.88101,79.75921,2002,12,15,6.4,25.02,27.82,21.42,2.02,6.32,8.34,7.43,5.01,3.44,0.41,0.7,15.84,101.02,24.38
11.88101,79.75921,2002,12,16,5.96,25.23,28.22,22.26,2.82,6.23,9.05,7.77,4.62,3.95,0.47,0.29,15.88,100.99,24.74
11.88101,79.75921,2002,12,17,6.05,24.72,27.48,21.42,1.68,6.13,7.81,6.95,5.91,5.21,0.62,0.1,14.61,100.94,24
11.88101,79.75921,2002,12,18,6.37,24.67,27.67,21.3,1.02,6.2,7.22,6.86,4.46,4.63,0.55,0.39,14.89,100.87,23.95
11.88101,79.75921,2002,12,19,7.32,24.45,27.57,20.25,1.72,5.36,7.08,6.32,5.16,5.16,0.61,0.01,14.62,100.79,23.53
11.88101,79.75921,2002,12,20,6.91,24.53,27.71,20.8,1.46,4.97,6.43,5.75,4.92,5.1,0.61,0.21,14.34,100.73,23.58
11.88101,79.75921,2002,12,21,6.97,24.62,27.85,20.88,1.78,4.98,6.76,6.01,5.62,5.64,0.67,0.01,14.45,100.73,23.74
11.88101,79.75921,2002,12,22,6.5,24.83,27.79,21.29,3.01,4.12,7.13,5.69,5.83,4.99,0.59,0.11,15.1,100.8,24.15
11.88101,79.75921,2002,12,23,5.57,25.06,27.67,22.09,1.11,6.31,7.41,7.06,5.26,4.97,0.59,0.4,14.92,100.88,24.51
11.88101,79.75921,2002,12,24,6.18,24.81,28.02,21.84,1.57,5.92,7.5,6.78,5.61,5.59,0.67,0,13.91,100.86,24.4
11.88101,79.75921,2002,12,25,7.91,24.43,28.15,20.24,1.82,5.23,7.05,6.18,5.52,5.63,0.67,0,13.96,100.91,23.8
11.88101,79.75921,2002,12,26,8.15,24.52,28.09,19.95,2.11,4.17,6.28,5.18,5.65,5.61,0.67,0,13.99,100.98,23.71
11.88101,79.75921,2002,12,27,7.12,25.14,28.43,21.32,2.15,3.09,5.23,4.28,5.62,5.62,0.67,0,14.32,100.93,24.34
11.88101,79.75921,2002,12,28,6.33,25.39,28.57,22.24,5.14,0.8,5.94,3.56,5.02,5.13,0.61,0.01,14.38,100.93,24.75
11.88101,79.75921,2002,12,29,5.77,25.31,28.12,22.35,3.57,2.95,6.52,4.53,4.35,4.56,0.54,0,14.31,101.02,24.63
11.88101,79.75921,2002,12,30,6.42,25.23,28.2,21.78,3.47,2.51,5.99,4.19,5.36,4.28,0.51,0,13.39,101.05,24.55
11.88101,79.75921,2002,12,31,5.79,25.43,28.11,22.31,4.65,2.1,6.75,3.89,4.32,4.17,0.49,0.05,13.49,100.84,24.69
11.88101,79.75921,2003,1,1,6.61,25.84,29.1,22.48,6.27,0.4,6.68,3.23,5.15,5.1,0.6,0,13.21,100.86,25.15
11.88101,79.75921,2003,1,2,6.11,25.76,28.77,22.65,3.79,3.52,7.31,5.69,4.33,4.22,0.5,0,14.42,101,25.15
11.88101,79.75921,2003,1,3,6.42,25.74,28.43,22.01,0.86,6.32,7.19,6.68,4.27,4.39,0.52,0.29,14.5,101.06,24.95
11.88101,79.75921,2003,1,4,5.57,26.23,28.73,23.16,2.89,6.18,9.06,7.47,4.89,2.8,0.33,0.13,15.41,101.02,25.44
11.88101,79.75921,2003,1,5,6.02,26.49,29.42,23.4,2.55,6.87,9.42,8.08,5.71,5.08,0.6,0.02,15.12,101.06,25.76
11.88101,79.75921,2003,1,6,6.27,26.25,29.27,23,1.55,7.32,8.87,8.04,4.91,5.02,0.59,0.01,14.93,101.12,25.59
11.88101,79.75921,2003,1,7,6.73,25.88,28.91,22.17,1.57,6.28,7.85,7.11,4.19,4.41,0.52,0,13.99,101.13,25.09
11.88101,79.75921,2003,1,8,6.91,26.17,29.1,22.2,1.76,5.47,7.23,6.14,5.04,4.52,0.53,0.04,14.15,101.01,25.31
11.88101,79.75921,2003,1,9,5.28,26.34,28.68,23.4,1.45,5.94,7.4,6.56,4.89,3.92,0.46,0.85,15.36,101.06,25.53
11.88101,79.75921,2003,1,10,5.45,26.37,28.84,23.4,2,5.85,7.85,7,5.76,3.29,0.38,0.31,15.18,101.09,25.52
11.88101,79.75921,2003,1,11,6,26.02,28.71,22.71,1.67,5.82,7.49,6.77,4.86,4.8,0.56,0,14.46,101.13,25.03
11.88101,79.75921,2003,1,12,6.19,25.76,28.23,22.03,2.43,6.46,8.89,7.41,5.01,4.97,0.58,0,14.11,101.16,24.79
11.88101,79.75921,2003,1,13,5.8,26.04,28.43,22.64,1.2,6.21,7.41,7,5.64,4.42,0.51,0,13.61,101.13,25.05
11.88101,79.75921,2003,1,14,5.43,25.63,28.09,22.66,2.84,5.61,8.45,7.37,5.17,5.27,0.61,0,13.75,101.14,24.88
11.88101,79.75921,2003,1,15,5.1,25.53,27.71,22.62,2.39,6.26,8.65,7.49,4.44,4.36,0.5,0.03,14.32,101.18,24.89
11.88101,79.75921,2003,1,16,6.18,25.73,28.55,22.37,3.07,6.59,9.67,7.98,4.91,4.77,0.55,0,13.71,101.07,24.86
11.88101,79.75921,2003,1,17,6.7,25.38,28.28,21.58,2.03,6.83,8.86,7.79,5.16,5.26,0.6,0.03,13.61,101.1,24.42
11.88101,79.75921,2003,1,18,7.31,26.02,29.37,22.06,2.84,6.56,9.4,7.74,5.4,5.14,0.59,0.16,15.2,101.12,25.22
11.88101,79.75921,2003,1,19,6.48,26.54,29.58,23.1,2.92,5.92,8.84,7.36,5.58,2.54,0.29,0.71,16.45,101.02,25.76
11.88101,79.75921,2003,1,20,6.86,26.63,29.75,22.89,2.26,5.49,7.76,6.57,6.02,4.36,0.5,0.18,15.99,100.96,25.79
11.88101,79.75921,2003,1,21,7.18,26.31,29.49,22.3,2.03,4.85,6.88,5.78,4.8,5.24,0.59,0.02,14.7,100.97,25.35
11.88101,79.75921,2003,1,22,8.59,25.8,29.69,21.11,1.87,4.41,6.28,5.25,6.09,6.06,0.69,0,14.31,100.92,24.71
11.88101,79.75921,2003,1,23,8.89,26.06,29.96,21.08,4.14,1.7,5.84,3.92,5.94,5.86,0.66,0,14.14,100.74,24.89
11.88101,79.75921,2003,1,24,8.04,26.43,30.24,22.19,4.73,1.73,6.46,3.68,6.13,6.13,0.69,0,14.27,100.62,25.22
11.88101,79.75921,2003,1,25,8,26.08,30.13,22.13,4.98,1.34,6.32,3.83,6.47,6.47,0.73,0,13.84,100.7,25.16
11.88101,79.75921,2003,1,26,6.9,26.25,29.45,22.55,3.37,2.85,6.22,4.74,4.62,5.17,0.58,0,14.87,100.93,25.27
11.88101,79.75921,2003,1,27,7.82,26.28,29.74,21.92,2.79,3.75,6.54,5,6.01,5.7,0.64,0,14.39,100.98,25.15
11.88101,79.75921,2003,1,28,7.8,25.67,29.05,21.25,2.91,4.02,6.92,5.57,5.3,5.42,0.6,0,13.69,100.97,24.54
11.88101,79.75921,2003,1,29,8,25.68,28.97,20.97,1.99,3.89,5.88,4.94,5.88,5.82,0.65,0.05,13.26,100.98,24.39
11.88101,79.75921,2003,1,30,7.93,25.75,29.21,21.27,2.53,3.12,5.65,4.37,6.33,6.33,0.7,0,13.2,101,24.42
11.88101,79.75921,2003,1,31,8.37,26.58,29.99,21.61,5.27,1,6.26,3.77,6.31,6.25,0.69,0.02,14.95,100.98,25.46
11.88101,79.75921,2003,2,1,6.59,27.51,30.46,23.87,2.9,4.24,7.14,5.47,5.44,4.85,0.53,0.07,16.43,100.98,26.63
11.88101,79.75921,2003,2,2,5.46,27.35,29.73,24.26,3.28,3.95,7.23,5.89,6.36,3,0.33,0.16,16.16,101.03,26.56
11.88101,79.75921,2003,2,3,6.12,27.52,30.14,24.02,1.88,4.88,6.76,5.95,6.46,4.95,0.54,0.06,15.16,100.98,26.49
11.88101,79.75921,2003,2,4,7.07,28.05,31.14,24.07,2.16,4.19,6.34,5.39,5.59,5.55,0.6,0.06,15.38,100.85,27.02
11.88101,79.75921,2003,2,5,7.19,28.02,31.14,23.95,3.06,5.09,8.15,6.43,5.81,5.63,0.61,0.17,16.27,100.88,27.07
11.88101,79.75921,2003,2,6,6.4,28,30.94,24.54,2.35,5.69,8.04,6.52,5.28,5.21,0.56,0.13,15.85,100.84,27
11.88101,79.75921,2003,2,7,6.64,27.83,30.77,24.13,0.74,6.22,6.96,6.53,5.58,5.38,0.58,0.18,15.81,100.73,26.74
11.88101,79.75921,2003,2,8,7.57,27.73,30.72,23.15,3.76,3.69,7.45,5.34,6.89,5.72,0.62,0,14.86,100.62,26.37
11.88101,79.75921,2003,2,9,7.68,27.84,30.87,23.19,3.23,3.63,6.86,5.35,6.27,6.27,0.67,0,15.6,100.52,26.49
11.88101,79.75921,2003,2,10,6.91,27.97,30.94,24.03,2.42,4.52,6.94,5.79,5.21,5.29,0.57,0.04,15.62,100.59,26.65
11.88101,79.75921,2003,2,11,7.38,27.88,30.91,23.53,1.71,5.44,7.15,6.14,5.25,5.29,0.56,0.12,15.52,100.67,26.6
11.88101,79.75921,2003,2,12,7,28.27,31.14,24.15,2.57,4.8,7.36,6.01,5.68,4.82,0.51,0.24,16.44,100.69,27.06
11.88101,79.75921,2003,2,13,7.51,29,31.97,24.46,3.16,2.72,5.87,4.28,6.61,4.74,0.5,0.04,16.57,100.67,27.6
11.88101,79.75921,2003,2,14,7.83,28.88,32.24,24.41,3.79,2.37,6.16,4.53,5.02,5.32,0.56,0.01,16.83,100.64,27.65
11.88101,79.75921,2003,2,15,7.63,29.31,32.48,24.85,3.08,3.2,6.28,4.97,4.81,5.02,0.53,0.05,17.21,100.8,27.92
11.88101,79.75921,2003,2,16,7.25,28.95,31.88,24.63,2.35,3.96,6.31,5.17,6.32,5.7,0.6,0.01,16.65,100.89,27.53
11.88101,79.75921,2003,2,17,7.82,28.68,31.8,23.99,2.11,3.75,5.87,4.9,6.21,5.88,0.62,0,16.16,100.9,27.28
11.88101,79.75921,2003,2,18,8.04,28.66,31.94,23.9,3.53,2.65,6.18,4.34,7,7,0.73,0,15.32,100.9,27.14
11.88101,79.75921,2003,2,19,8.85,29.04,32.34,23.49,5.14,1.35,6.49,3.95,6.02,6.33,0.66,0,14.93,100.8,27.12
11.88101,79.75921,2003,2,20,8.86,28.65,32.28,23.41,4.82,1.05,5.87,3.64,7.14,7.14,0.74,0,14.01,100.81,26.84
11.88101,79.75921,2003,2,21,8.97,28.63,32.25,23.28,5.1,0.86,5.96,3.85,7.08,7.04,0.73,0,14.67,100.92,26.91
11.88101,79.75921,2003,2,22,8.93,28.97,32.31,23.38,3.92,2.5,6.43,4.63,6.94,6.92,0.71,0,15.12,100.9,27.17
11.88101,79.75921,2003,2,23,8.46,28.82,31.85,23.39,1.83,4.14,5.96,5.3,6.73,6.23,0.64,0,15.02,100.86,27.09
11.88101,79.75921,2003,2,24,8.16,29.4,32.36,24.19,4.53,2.16,6.69,4.51,6.88,6.91,0.71,0,15.31,100.79,27.6
11.88101,79.75921,2003,2,25,7.95,29.64,32.61,24.66,4.91,1.33,6.23,3.56,7.03,6.95,0.71,0.24,14.86,100.77,27.88
11.88101,79.75921,2003,2,26,9,30,33.37,24.36,7.07,0.84,7.91,4.54,6.66,6.78,0.69,0.01,14.75,100.65,28.24
11.88101,79.75921,2003,2,27,7.36,29.69,32.49,25.13,3.44,3.21,6.65,4.66,6.61,6.54,0.66,0.01,14.45,100.8,28.02
11.88101,79.75921,2003,2,28,8.12,29.14,32.4,24.28,4.52,2.28,6.8,4.94,6.62,6.62,0.67,0,14.73,100.8,27.69
11.88101,79.75921,2003,3,1,8.44,29.27,32.67,24.23,5.63,0.52,6.15,3.94,7.06,7.06,0.71,0,13.76,100.72,27.75
11.88101,79.75921,2003,3,2,8.72,29.11,32.41,23.69,4.99,1.15,6.14,3.89,7.12,7.1,0.72,0,13.75,100.67,27.34
11.88101,79.75921,2003,3,3,9.6,29.04,32.43,22.84,3.97,2.16,6.13,3.85,7,7,0.7,0,13.34,100.64,27.32
11.88101,79.75921,2003,3,4,10.33,29.7,33.97,23.64,4.3,1.57,5.87,3.86,6.76,6.74,0.68,0,14.4,100.49,28.18
11.88101,79.75921,2003,3,5,9.62,29.66,34.17,24.56,5.82,0.81,6.63,4.06,6.82,6.82,0.68,0,15.07,100.46,28.44
11.88101,79.75921,2003,3,6,8.89,30.07,33.64,24.75,4.2,2.23,6.43,4.81,6.77,6.69,0.67,0.01,15.96,100.62,28.52
11.88101,79.75921,2003,3,7,8.52,30.06,33.47,24.95,4.06,2.42,6.48,4.74,7.16,7.11,0.71,0.02,15.73,100.63,28.47
11.88101,79.75921,2003,3,8,8.45,29.8,32.92,24.46,2.95,3.27,6.23,4.83,6.76,6.76,0.67,0,15.96,100.65,28.02
11.88101,79.75921,2003,3,9,8.06,29.46,32.5,24.44,2.85,4.16,7.01,5.46,5.44,5.3,0.53,0,15.7,100.72,27.66
11.88101,79.75921,2003,3,10,8.71,29.07,32.38,23.67,2.89,3.35,6.24,4.85,6.97,6.94,0.69,0,13.84,100.75,27.24
11.88101,79.75921,2003,3,11,9.47,29.12,32.56,23.09,6.5,0.45,6.95,3.76,7.11,7.1,0.7,0,13.48,100.65,27.08
11.88101,79.75921,2003,3,12,9.18,29.9,33.42,24.24,5.99,0.95,6.94,4.3,7.05,7.05,0.69,0.02,15.41,100.68,28.32
11.88101,79.75921,2003,3,13,7.36,30.74,33.32,25.96,2.84,3.98,6.82,5.25,6.75,5.84,0.57,0.21,17.59,100.81,29.16
11.88101,79.75921,2003,3,14,7.37,31.03,33.51,26.14,3.38,3.11,6.48,4.66,7.16,6,0.59,0.15,17.45,100.84,29.27
11.88101,79.75921,2003,3,15,7.82,30.77,33.58,25.76,4.73,2.04,6.76,4.47,6.85,6.18,0.61,0.06,17.35,100.66,29.08
11.88101,79.75921,2003,3,16,7.45,30.58,33.24,25.79,3.39,3.83,7.22,5.18,5.97,6.24,0.61,0.22,17.66,100.58,28.99
11.88101,79.75921,2003,3,17,7.26,30.58,33.15,25.89,3.95,3.36,7.31,5.27,5.43,5.56,0.54,3.26,17.97,100.71,29.02
11.88101,79.75921,2003,3,18,6.38,30.49,32.75,26.37,5.39,1.4,6.79,4.38,7.32,4.93,0.48,2.63,17.98,100.79,28.96
11.88101,79.75921,2003,3,19,5.04,29.88,31.75,26.71,2.94,2.65,5.59,4.17,7.23,4.88,0.47,2.45,18.23,100.72,28.66
11.88101,79.75921,2003,3,20,5.24,29.6,31.44,26.2,4.35,1.65,6,3.69,7.24,5.47,0.53,0.74,17.98,100.62,28.39
11.88101,79.75921,2003,3,21,6.45,30.02,32.65,26.2,4.92,2.16,7.08,4.48,7.14,6.87,0.67,0.04,17.01,100.61,28.67
11.88101,79.75921,2003,3,22,7.33,30.2,33.19,25.86,3.75,3.69,7.44,5.44,7.08,7.03,0.68,0,15.93,100.78,28.81
11.88101,79.75921,2003,3,23,7.14,28.88,31.88,24.73,2.9,3.1,6,4.67,7.58,7.56,0.73,0,15.45,100.8,27.77
11.88101,79.75921,2003,3,24,10.3,29.45,33.65,23.34,5.14,1.43,6.58,4.36,6.74,6.99,0.67,0,14.24,100.72,27.97
11.88101,79.75921,2003,3,25,9.56,30.03,33.68,24.12,5.67,0.31,5.98,3.76,7.78,7.78,0.75,0,14.41,100.64,28.27
11.88101,79.75921,2003,3,26,8.93,30.34,33.43,24.5,3.65,2.28,5.93,4.26,7.69,7.69,0.74,0.04,15.02,100.73,28.27
11.88101,79.75921,2003,3,27,9.33,31.2,34.33,25,5.97,0.25,6.22,3.7,6.58,6.9,0.66,0.05,15.39,100.7,29.1
11.88101,79.75921,2003,3,28,9.78,31.41,34.74,24.96,4.21,2.69,6.9,4.38,6.81,6.79,0.65,0.03,15.78,100.55,29.47
11.88101,79.75921,2003,3,29,9.06,31.59,34.77,25.71,4.32,2.41,6.73,4.33,6.25,6.6,0.63,0.08,16.52,100.38,29.75
11.88101,79.75921,2003,3,30,8.66,31.69,34.93,26.27,4.21,2.26,6.47,4.44,7.49,7.49,0.72,0,16.56,100.44,29.93
11.88101,79.75921,2003,3,31,9.79,32.01,35.45,25.65,4.03,3.09,7.12,4.91,7.45,7.35,0.7,0,16.88,100.45,30.19
11.88101,79.75921,2003,4,1,9.22,33.08,36.8,27.58,4.92,2.34,7.26,5.25,6.39,6.35,0.61,0.24,17.01,100.34,31.49
11.88101,79.75921,2003,4,2,8.75,33.03,36.46,27.71,3.98,3.66,7.64,5.94,6.52,6.44,0.61,0.29,17.34,100.29,31.61
11.88101,79.75921,2003,4,3,8.88,33.55,37.13,28.25,4.6,3.67,8.27,6.3,6.1,6.41,0.61,0.1,16.99,100.28,32.36
11.88101,79.75921,2003,4,4,7.56,33.53,36.8,29.23,5.25,2.37,7.62,4.96,6.49,5.92,0.56,0.09,16.91,100.27,32.39
11.88101,79.75921,2003,4,5,7.31,32.7,35.37,28.07,3.52,3.93,7.46,5.65,7.06,6.28,0.6,0.3,17.64,100.29,31.28
11.88101,79.75921,2003,4,6,6.29,31.27,33.52,27.23,3.65,2.41,6.06,4.64,7.09,6.93,0.66,0.03,16.67,100.47,29.65
11.88101,79.75921,2003,4,7,6.22,30.93,32.97,26.74,2.08,3.81,5.89,4.81,5.95,6.02,0.57,0,15.12,100.7,29.4
11.88101,79.75921,2003,4,8,7.48,31.84,33.85,26.37,3.06,2.89,5.95,4.25,6.67,6.64,0.63,0.03,16.62,100.62,29.68
11.88101,79.75921,2003,4,9,8.51,32.22,34.85,26.35,6.61,0.67,7.28,4.07,6.3,6.26,0.59,0.01,16.8,100.46,29.93
11.88101,79.75921,2003,4,10,8.76,32.5,35.28,26.52,4.57,2.73,7.31,4.76,7.53,5.81,0.55,0.13,17.08,100.5,30.31
11.88101,79.75921,2003,4,11,6.56,32.57,34.49,27.93,3.8,3.29,7.08,5.24,7.27,6.55,0.62,0.81,18.51,100.67,30.52
11.88101,79.75921,2003,4,12,8.04,33.08,35.75,27.7,5.71,1.59,7.3,4.68,6.32,6.1,0.58,0.17,17.59,100.57,30.91
11.88101,79.75921,2003,4,13,8.22,32.12,34.92,26.69,3.73,2.79,6.51,4.44,7.6,7.61,0.72,0,15.95,100.45,30.34
11.88101,79.75921,2003,4,14,10.04,32.62,36.03,25.99,4.45,2.59,7.04,4.84,7.72,7.71,0.73,0.02,16.7,100.48,30.48
11.88101,79.75921,2003,4,15,8.36,33.05,35.94,27.58,3.44,3.41,6.85,5.07,6.15,6.53,0.62,0.28,18.59,100.49,31.06
11.88101,79.75921,2003,4,16,7.54,33.04,35.66,28.12,4.18,2.65,6.83,4.88,7.47,6.01,0.57,0.44,18.15,100.58,31.1
11.88101,79.75921,2003,4,17,7.49,32.26,34.97,27.48,2.68,3.75,6.43,5.13,5.59,6.21,0.59,0,16.97,100.55,30.64
11.88101,79.75921,2003,4,18,10.43,33.08,36.65,26.22,4.16,3.26,7.42,5.24,6.81,6.9,0.65,0,16.55,100.46,31.05
11.88101,79.75921,2003,4,19,8.79,32.57,35.78,26.99,4.26,2.98,7.24,5.13,6.75,6.4,0.6,0.65,17.65,100.26,31.03
11.88101,79.75921,2003,4,20,8.51,32.93,36,27.49,2.55,4.64,7.18,5.93,6.58,6.77,0.64,0.46,18.3,100.19,31.33
11.88101,79.75921,2003,4,21,4.9,31.63,33.26,28.36,1.7,4.25,5.96,5.08,7.45,6.84,0.65,0.76,18.74,100.35,30.5
11.88101,79.75921,2003,4,22,7.58,32.61,35.26,27.68,2.98,3.42,6.41,4.79,7.47,6.55,0.62,0.33,17.78,100.46,30.86
11.88101,79.75921,2003,4,23,9.3,33.28,36.28,26.98,3.8,2.3,6.1,4.25,6.88,6.81,0.64,0.03,16.44,100.49,31.19
11.88101,79.75921,2003,4,24,9.63,33.23,36.67,27.04,3.04,3.36,6.4,5.16,6.78,6.78,0.64,0.12,16.61,100.36,31.33
11.88101,79.75921,2003,4,25,9.31,32.85,35.92,26.61,2.95,3.47,6.42,5,7.2,7.29,0.69,0,17.17,100.29,30.9
11.88101,79.75921,2003,4,26,8.9,32.89,35.63,26.73,3.22,2.99,6.21,4.6,6.35,6.7,0.63,0.43,16.95,100.29,30.71
11.88101,79.75921,2003,4,27,6.67,32.51,34.02,27.36,3.44,2.42,5.86,4.27,6.08,5.18,0.49,1.15,18.65,100.2,30.23
11.88101,79.75921,2003,4,28,6.02,32.37,34.03,28.01,3.61,3.28,6.89,4.64,7.53,3.49,0.33,2.74,18.05,100.3,30.38
11.88101,79.75921,2003,4,29,4.9,31.09,32.27,27.37,4.86,1.74,6.6,4.5,7.61,4.7,0.44,3.97,18.02,100.5,29.43
11.88101,79.75921,2003,4,30,5.22,31.13,32.3,27.08,4.14,2.43,6.57,4.69,7.58,4.43,0.42,2.07,17.94,100.55,29.09
11.88101,79.75921,2003,5,1,4.54,30.53,31.56,27.02,3.72,1.58,5.3,3.9,7.04,5.53,0.52,1.76,18.24,100.37,28.87
11.88101,79.75921,2003,5,2,5.54,31,32.47,26.93,2.65,2.85,5.5,4.53,6.26,5.43,0.51,0.51,18.96,100.25,29.57
11.88101,79.75921,2003,5,3,8.05,32.22,35.23,27.18,3.74,4.51,8.25,6.04,5.9,6.34,0.6,0.26,18.85,100.18,31.03
11.88101,79.75921,2003,5,4,9.33,33.85,37.59,28.26,5.31,2.3,7.62,5.62,6.67,6.72,0.64,0.05,18.66,100.03,32.69
11.88101,79.75921,2003,5,5,8.52,33.83,37.68,29.16,5.56,2.55,8.1,6.05,5.34,5.55,0.52,1.93,18.85,100.01,33.01
11.88101,79.75921,2003,5,6,7.97,32.52,36.36,28.39,2.98,4.91,7.88,6.81,7.22,6.1,0.58,1.91,18.94,100.1,32.08
11.88101,79.75921,2003,5,7,8.42,32.68,36.9,28.47,5.04,2.69,7.74,5.87,5.8,6.39,0.6,0.21,17.66,100.12,32.23
11.88101,79.75921,2003,5,8,7.94,33.23,36.8,28.85,5.67,1.31,6.98,5.07,5.9,6.16,0.58,0.41,17.77,100.12,32.35
11.88101,79.75921,2003,5,9,6.22,31.74,34.34,28.12,2.37,3.56,5.93,4.77,6.45,5.82,0.55,1.27,19,100.23,30.86
11.88101,79.75921,2003,5,10,7.23,31.77,34.49,27.26,3.91,1.81,5.72,3.56,7.34,5.38,0.51,0.45,18.17,100.3,30.31
11.88101,79.75921,2003,5,11,5.38,31.13,32.72,27.35,4.43,0.31,4.75,2.1,7.13,4.22,0.4,0.56,17.39,100.17,29.85
11.88101,79.75921,2003,5,12,7.37,31.13,35.28,27.9,4.26,2.49,6.74,5.14,7.22,2.6,0.25,1.17,16.32,99.96,30.83
11.88101,79.75921,2003,5,13,7.19,31.02,34.97,27.78,8.96,0.74,9.71,5.83,7.14,2.68,0.25,14.39,18.41,99.92,30.45
11.88101,79.75921,2003,5,14,8.11,30.46,35.18,27.07,3.08,7.33,10.42,8.99,7.13,4.93,0.47,14.41,18.77,99.82,30.53
11.88101,79.75921,2003,5,15,9.05,31.27,36.13,27.08,6.43,2.35,8.78,5.97,7.15,4.74,0.45,0.96,18.53,99.77,31.42
11.88101,79.75921,2003,5,16,7.36,31.39,35.77,28.41,3.75,4.29,8.04,6.36,7.13,0.44,0.04,0.56,18.64,99.94,31.42
11.88101,79.75921,2003,5,17,4.53,30.21,32.42,27.89,6.17,4.72,10.89,8.32,7.13,5,0.48,11.97,18.72,100.06,29.75
11.88101,79.75921,2003,5,18,9.87,31.86,37.03,27.17,7.67,3.7,11.36,7.96,6.43,6.76,0.64,1.19,17.98,100.01,31.32
11.88101,79.75921,2003,5,19,10.62,32.14,37.95,27.33,9.02,1.29,10.31,7.09,6.84,6.81,0.65,0.02,17.18,100.04,31.86
11.88101,79.75921,2003,5,20,9.08,31.93,36.92,27.84,8.05,2.69,10.74,6.41,7.2,7.17,0.68,0.1,18.37,100.16,31.84
11.88101,79.75921,2003,5,21,9.51,32.47,37.78,28.27,6.2,4.03,10.23,7.29,7.24,6.6,0.63,0.18,18.67,100.21,32.34
11.88101,79.75921,2003,5,22,8.19,32.05,36.81,28.62,4.9,5.36,10.26,8.12,7.74,6.49,0.62,0.1,17.68,100.13,32.26
11.88101,79.75921,2003,5,23,6.46,31.31,35.21,28.75,6.51,2.82,9.33,6.93,6.57,5.33,0.51,0.97,18.51,100.16,31.37
11.88101,79.75921,2003,5,24,8.46,31.73,35.9,27.44,6.1,3.3,9.41,7.16,7.45,7.42,0.71,0.39,18.25,100.21,31.37
11.88101,79.75921,2003,5,25,6.19,31.08,34.67,28.48,4.1,4.83,8.93,7.21,7.42,7,0.67,2.31,19.35,100.3,31.05
11.88101,79.75921,2003,5,26,7.94,31.61,35.96,28.03,3.75,5.5,9.25,7.49,7,7.06,0.67,4.62,19.78,100.26,31.3
11.88101,79.75921,2003,5,27,7.02,30.81,34.75,27.73,4.64,5.07,9.7,7.6,7.12,6.95,0.66,1.85,19.9,100.1,30.85
11.88101,79.75921,2003,5,28,7.15,31.31,35.36,28.21,4.27,5.17,9.44,7.55,7.58,7.47,0.71,0.07,19.12,100.03,31.11
11.88101,79.75921,2003,5,29,6.81,31.14,35.15,28.34,4.23,5.45,9.68,8.06,6.17,6.36,0.61,2.3,18.74,100.12,31.27
11.88101,79.75921,2003,5,30,11.05,31.86,37.81,26.76,6.53,3.45,9.97,7.78,6.53,6.67,0.64,1.53,17.29,100.05,31.68
11.88101,79.75921,2003,5,31,8.79,31.82,36.83,28.04,7.89,1.95,9.84,6.96,6.56,5.14,0.49,0.11,17.66,100.08,31.77
11.88101,79.75921,2003,6,1,8.41,31.83,36.2,27.8,6.64,2.98,9.62,6.38,6.4,6.41,0.61,0.25,17.76,99.97,31.56
11.88101,79.75921,2003,6,2,7.49,31.28,35.37,27.88,6.49,3.7,10.2,6.69,6.41,6.42,0.61,0.19,18.31,99.91,31.18
11.88101,79.75921,2003,6,3,8.59,32.04,36.3,27.71,3.55,6.27,9.82,8.29,6.17,6.28,0.6,0.16,18.72,99.91,31.69
11.88101,79.75921,2003,6,4,8.69,32.47,36.8,28.12,7.28,4.5,11.79,8.41,7.03,5.45,0.52,0.74,18.4,99.93,31.91
11.88101,79.75921,2003,6,5,6.38,31.22,34.53,28.15,5.88,4.77,10.66,7.29,7.06,6.57,0.63,0.2,18.69,100,31.17
11.88101,79.75921,2003,6,6,6.39,31.28,34.52,28.12,5.52,4.25,9.77,7.4,6.05,6.13,0.59,0.18,18.91,100.04,30.99
